X,Y,FID,Location_I,Site_Name,Address1,Address2,City,State,Zip,County,Start_Date,Latitude,Longitude,GlobalID
-8557345.3284,4152449.0594,11,CCB0011,Cherry Point Impact Berm,Rifle Range Road, ,Cherry Point,NC,28533,Craven,2009/03/15 00:00:00,34.915833,-76.871941,{ADA10540-27A2-4752-AF18-726764C946B5}
-8717917.0147,4070061.8961,12,CCB0012,Small Aircraft Landing Strip,West Side of S.R. 1836 and S.R. 1838,(Byrdville Freeman Road),Bolton,NC,28423,Columbus,1995/11/01 00:00:00,34.306721,-78.314381,{1848D9FD-979B-405B-815B-D95339E0EB0B}
-8774848.0287,4195895.587,13,CCB0013,Boogle Bay Raceway,5600 Murchison Road, ,Fayetteville,NC,28311,Cumberland,1990/08/22 00:00:00,35.235241,-78.825801,{58CF18C6-5A66-43F4-A879-824A64579CD7}
-8766094.7545,4289037.2225,14,CCB0014,Boogle Bay Phase II,9000 Ramsey Street, ,Linden,NC,28356,Cumberland,1992/05/20 00:00:00,35.236091,-78.829483,{108DD76F-8697-4C3D-AD79-2A669666F38E}
-8786677.951,4180541.027,15,CCB0015,"Crowell Constructors-Coal Ash Utilization; Burlington Industries;",5600 Murchison Road, ,Fayetteville,NC,28311,Cumberland,,35.122501,-78.932071,{F9934D6E-F2FF-457B-93F3-A6BFB14BC82D}
-8786677.951,4180541.027,16,CCB0016,"Crowell Constructors- Coal Ash Utilization; JP Stephens",5600 Murchison Road, ,Fayetteville,NC,28311,Cumberland,1992/03/17 00:00:00,35.122501,-78.932071,{B4205E37-8A51-44D5-BE09-72E892989D5E}
-8786677.951,4180541.027,17,CCB0017,"Crowell Constructors-Coal Ash Utilization; Phillip Morris",5600 Murchison Road, ,Fayetteville,NC,28311,Cumberland,1998/02/27 00:00:00,35.122501,-78.932071,{F57EDC7E-C1B4-41C1-B08B-52929169109B}
-8770660.1894,4199338.7825,18,CCB0018,NorthSide Mine,U.S. Highway 401, ,Linden,NC,28356,Cumberland,2001/06/25 00:00:00,35.260501,-78.788181,{1E55E879-B1D2-47CE-9EA5-42ED020D2127}
-8657166.629,4300456.3927,19,CCB0019,Fountain Industrial Park,U.S. Highway 301,(Garden Lane),Rocky Mount,NC,27801,Edgecombe,1989/06/15 00:00:00,35.998801,-77.768651,{2D88460E-4883-4339-8DDD-B4286821809F}
-9017769.4215,4188778.1421,20,CCB0020,"Allen Steam Station Retired Ash Basin;",South Point and Plant Allen Roads, ,Belmont,NC,28012,Gaston,2009/01/16 00:00:00,35.183001,-81.008001,{697F5CE7-5CC1-4492-8A00-CB8F02D4216F}
-8640439.7623,4357540.0168,21,CCB0021,Weldon Acceptance Facility,North side of Aurelian Springs Road,(Cherry Street),Weldon,NC,27890,Halifax,2003/03/14 00:00:00,36.412571,-77.618391,{DA83B2E4-8630-4F7D-80AE-65CC1027D9E9}
-8638859.0255,4358836.2068,22,CCB0022,JS Turner Sawmill Structural Fill Project,Mulberry Street, ,Weldon,NC,27890,Halifax,,36.421941,-77.604191,{535186C4-E928-4E12-9EA7-8FFF6F203897}
-8640448.8905,4360153.1688,23,CCB0023,Family Dollar Store #7138 CCB Structural Fill,210 E 2nd St., ,Weldon,NC,27890,Halifax,2006/04/27 00:00:00,36.43146,-77.618473,{121BCFEC-63EB-46DF-A634-6CD10FDDC9EE}
-8637696.7387,4359886.1386,24,CCB0024,Old Coca Cola Plant,Hwy 158, ,Weldon,NC,27890,Halifax,1997/07/17 00:00:00,36.42953,-77.59375,{87CCA0BE-633C-460F-A22B-EF85BBEB08F1}
-8640448.8905,4360153.1688,25,CCB0025,"Weldon, town of Fire Station #2",1050 Julian Allsbrook Hwy, ,Weldon,NC,27890,Halifax,1995/01/18 00:00:00,36.43146,-77.618473,{4C765430-2C94-4C66-BA2D-699F663D6D44}
-8643212.6195,4355898.0777,26,CCB0026,DOT NC 125 and I 95 CCB Structural Fill Site,Interstate 95 at NC 125, ,Roanoke Rapids,NC, ,Halifax,1995/05/29 00:00:00,36.4007,-77.6433,{4969E397-BCB3-434D-9A7B-DC74CF0FE182}
-8976890.5668,4233608.7225,27,CCB0027,Fieldcrest Cannon Ash Handling,Pump Station Road and Glenn Ave, ,Kannapolis,NC,28081,Rowan,1996/01/24 00:00:00,35.511483,-80.64078,{420CE5BB-DA1D-4B0C-989C-BBD3026B724D}
-8974941.4738,4232742.2689,28,CCB0028,Fieldcrest Cannon Plant #1,1 Lake Drive, ,Kannapolis,NC, ,Rowan,1994/02/15 00:00:00,35.505147,-80.623271,{243A8328-8902-4B68-A1FE-55D6B24F40AA}
-9011935.0557,4245713.8151,29,CCB0029,Jeten Property,7836 NC Hwy 150E, ,Terrell,NC, ,Catawba,2000/11/01 00:00:00,35.59995,-80.95559,{EA8ACCEA-F6A0-4B46-9DDD-B950E3393C92}
-9014475.8117,4246831.5832,30,CCB0030,Duke Marshall - Access Road,8320 NC Hwy 150 East, ,Terrell,NC,28682,Catawba,2013/03/14 00:00:00,35.608114,-80.978414,{35DB1EF5-8D90-472B-83DA-2C9B6335233E}
-9014670.7322,4247691.6194,31,CCB0031,Duke Marshall - Solar PV System,8320 NC Hwy 150 East, ,Terrell,NC,28682,Catawba,2013/03/14 00:00:00,35.614395,-80.980165,{BF5811C4-40A2-4F17-A590-71732947FE95}
-8678378.4467,4153369.1192,32,CCB0032,Kilpatrick Farms I,S NC Highway 50, ,Magnolia,NC, ,Duplin,1994/02/01 00:00:00,34.92261,-77.9592,{E59AFCF8-C9A8-49A8-BB7A-7E223F687230}
-8679439.3214,4154193.2598,33,CCB0033,Kilpatrick Farms II,S NC Highway 50, ,Magnolia,NC, ,Duplin,1995/04/19 00:00:00,34.92868,-77.96873,{2F4EE733-9375-45F7-AA0A-EF9DA6A8041E}
-8679439.3214,4154193.2598,34,CCB0034,Kilpatrick Farms III,S NC Highway 50, ,Magnolia,NC, ,Duplin,1995/10/01 00:00:00,34.92868,-77.96873,{F9C6FF20-A483-4FFC-8C6B-148CAEB7A5EA}
-8787952.0026,4300993.3071,35,CCB0035,Duke University West Campus,308 Research Drive, ,Durham,NC,27708,Durham,,36.002703,-78.943516,{D14A7A0E-F5B9-4582-8D10-B292D0B89C93}
-8660204.2039,4293353.2408,36,CCB0036,Imperial Tobacco-Rocky Mount,270 Gay Street, ,Rocky Mount,NC,27804,Edgecombe,2005/06/07 00:00:00,35.947161,-77.795938,{9D94CC2E-4E0B-4890-A2B7-09325B426045}
-8946275.5917,4334098.6151,37,CCB0037,Tobaccoville Project,Doral Drive, ,Tobaccoville,NC,27050,Forsyth,2001/09/01 00:00:00,36.242921,-80.365761,{5C3946B6-B4D7-4E3E-A3F2-2B8B3BD8AF1D}
-9005188.4266,4246975.0776,38,CCB0038,Lake Norman Airport Prop. (Lot 1),Yeager Road, ,Mooresville,NC,28117,Iredell,1995/08/01 00:00:00,35.609162,-80.894984,{00D374A3-BBC7-402F-A7E9-97A328B9D442}
-9005234.9582,4247003.1469,39,CCB0039,"Lake Norman Airport Property (Lot 2);",117 Yeager Road, ,Mooresville,NC,28117,Iredell,1995/04/19 00:00:00,35.609367,-80.895402,{EFEA7E3B-1188-4684-9D5F-9132C453014E}
-9005267.2408,4247044.3609,40,CCB0040,CarolinaEaglesAviation'sLakeNormanAirportProperty(Lot 3),123 Yeager Road, ,Mooresville,NC,28117,Iredell,1995/05/01 00:00:00,35.609668,-80.895692,{37B5AD0D-E73C-48D1-ABAA-358C1355EBF0}
-9005396.2601,4247201.9615,41,CCB0041,Thomas S. Wilson Track 1 Lake Normal Airport,Yeager Road, ,Mooresville,NC,28117,Iredell,1995/08/23 00:00:00,35.610819,-80.896851,{BCA57AC8-545C-4D10-8348-C1EBC7746727}
-9005396.2601,4247201.9615,42,CCB0042,Thomas s. Wilson Track 2 Lake Norman Airport,Yeager Road, ,Mooresville,NC,28117,Iredell,1995/08/23 00:00:00,35.610819,-80.896851,{AD767F79-8756-497A-A843-D14765908BCF}
-9005396.2601,4247201.9615,43,CCB0043,Thomas S. Wilson Track 3 Lake Norman Airport,Yeager Road, ,Mooresville,NC,28117,Iredell,1995/12/08 00:00:00,35.610819,-80.896851,{6601A9C0-2749-452A-A540-77D9E25980C6}
-8995628.4201,4247832.1125,44,CCB0044,"BK Barringer, Jr's Lots 1,2,3&4 - Mezzepa Rd Industrial Park",Mezzepa Road,(Bevan Drive),Mooresville,NC,28115,Iredell,1995/09/10 00:00:00,35.615421,-80.809105,{76DB7D80-94C7-41F5-8CEF-EF5FFBD8CA24}
-8995626.6389,4247818.4192,45,CCB0045,"BK Barringer, Jr's Lots 5&6 - Mezzepa Rd. Industrial Park",Mezzepa Road,(Bevan Drive),Mooresville,NC,28115,Iredell,1995/09/10 00:00:00,35.615321,-80.809089,{1E6F2FEA-BDC0-48B7-ADB7-D692AC7431B1}
-8995634.4313,4247756.1146,46,CCB0046,"BK Barringer, Jr's Lots 7&8 - Mezzepa Rd. Industrial Park",Mezzepa Road,(Bevan Drive),Mooresville,NC,28115,Iredell,1995/09/10 00:00:00,35.614866,-80.809159,{CE7F72D8-23B5-4A9A-8C69-27CF26A21475}
-8995757.9959,4247595.4935,47,CCB0047,"BK Barringer, Jr's Lot 13 - Mezzepa Rd. Industrial Park",Mezzepa Road,(Bevan Drive),Mooresville,NC,28115,Iredell,1995/09/10 00:00:00,35.613693,-80.810269,{42848623-D8B7-4673-A8E5-0DF684421799}
-8995756.7714,4247640.9547,48,CCB0048,"BK Barringer, JR.'s Lot 14 - Mezzepa Rd. Industrial Pk",Mezzepa Road,(Bevan Drive),Mooresville,NC,28115,Iredell,1995/12/15 00:00:00,35.614025,-80.810258,{EF599128-DACE-45C1-A517-0A7E08E3131E}
-8999212.4624,4242795.2034,49,CCB0049,Brawley School Road,Brawley School Road, ,Mooresville,NC,28117,Iredell,1995/03/01 00:00:00,35.578629,-80.841301,{B5641BF8-2496-4E07-BD0C-FE7A95639CD7}
-9001878.3416,4245334.0408,50,CCB0050,EJ Bill Simpson Property,Bluefield Road and Regency Center Drive, ,Mooresville,NC,28117,Iredell,1997/07/01 00:00:00,35.597176,-80.865249,{699A8885-AEBD-45E8-9BF9-AC9471807AB8}
-8999484.3046,4244496.9138,51,CCB0051,"Terry K. Smith; Highway 150 Project",NC Highway 150, ,Mooresville,NC,28117,Iredell,1994/07/29 00:00:00,35.591061,-80.843743,{35F221F2-9C52-4A52-BB3C-73762011562A}
-9001882.5717,4244770.9751,52,CCB0052,Port Village Business Park,NC Highway 150, ,Mooresville,NC,28117,Iredell,1996/06/01 00:00:00,35.593063,-80.865287,{D0BA2897-ADF3-4334-A90E-A8C5931AF916}
-9005706.8415,4245781.3106,53,CCB0053,"Race Park, USA",Located off NC Highway 150 E. on Doolie Road, ,Mooresville,NC,28117,Iredell,2001/07/16 00:00:00,35.600443,-80.899641,{B596F922-4287-41E8-96B0-D31D9DAEE627}
-9002332.7477,4245133.4804,54,CCB0054,Duckworth Site,NC Highway 150 and Bluefield Road, ,Mooresville,NC,28117,Iredell,2002/05/01 00:00:00,35.595711,-80.869331,{6FBB2B04-3ED5-4C0B-9DA2-858143D3AC12}
-9000747.3355,4219382.4264,55,CCB0055,Huntersville Ford Dealership,13825 Statesville Road, ,Huntersville,NC,28078,Mecklenburg,1998/08/21 00:00:00,35.407389,-80.855089,{A52AFA14-207E-4207-9E79-CF6154854EE5}
-8657260.1374,4307031.3634,56,CCB0056,Brandywine Industrial Park,NC Highway 4, ,Rocky Mount,NC,27809,Nash,2001/05/04 00:00:00,36.046571,-77.769491,{AA433D79-C3A9-42A3-8D24-807F8EFF7570}
-8654677.5252,4311902.1929,57,CCB0057,Swift Creek,U.S. Hwy 301, ,Whitakers,NC,27891,Nash,1991/11/11 00:00:00,36.081941,-77.746291,{ED20EF12-677B-407B-91A6-4A054153A968}
-8663944.8728,4293379.367,58,CCB0058,Randy Vann Property,U.S. Hwy 301 / Maple Creek Plaza, ,Rocky Mount,NC,27803,Nash,1990/07/17 00:00:00,35.947351,-77.829541,{87B4ED5F-2135-4060-A73C-2CE90DA6DEAD}
-8657294.6464,4302446.2186,59,CCB0059,"Carolina Eagle Distributing, Inc.",U.S. Hwy 301 At College Road, ,Rocky Mount,NC,27804,Nash,1992/01/10 00:00:00,36.013261,-77.769801,{C27254C2-1C05-49D2-824F-33CBE2C00BF0}
-8654806.6558,4309636.5785,60,CCB0060,"EB Grain Co., Inc.",U.S. Hwy 301 North of Rocky Mount, ,Rocky Mount,NC,27809,Nash,1991/11/22 00:00:00,36.065491,-77.747451,{DE3475F3-AE4C-439B-A09C-0D449F4017F7}
-8654802.203,4309770.1609,61,CCB0061,EB Grain Co. Expansion,U.S. Hwy 301 North of Rocky Mount, ,Rocky Mount,NC,27809,Nash,1992/01/06 00:00:00,36.066461,-77.747411,{B991BD2F-80B2-47FC-9CBC-70E8CB0206A1}
