X,Y,OBJECTID,FD_ID,DEPT_NAME,STATION_NUMBER,STATION_ADDRESS,CITY,STATE,COUNTY,ZIP_CODE,LATITUDE,LONGITUDE
-79.6959,36.5184,23328,7910,"Draper Volunteer Fire Department, Inc.",1,213 Main Street,Eden,NC,Rockingham,27288,36.52,-79.70
-79.76022063,36.51633623,23329,7910,"Draper Volunteer Fire Department, Inc.",2,554 Morgan Rd,Eden,NC,Rockingham,27288,36.52,-79.76
-78.30695516,36.46040786,23330,9303,"Drewry Volunteer Fire Department, Inc.",1,125 Firefighter Drive,Manson,NC,Warren,27553,36.46,-78.31
-78.2904088,36.52618191,23331,9303,"Drewry Volunteer Fire Department, Inc.",2,7054 Drewry Virginia Line Road,Manson,NC,Warren,27553,36.53,-78.29
-81.60643889,35.75713413,23332,1266,Drexel Fire Department,1,202 Church Street,Drexel,NC,Burke,28619,35.76,-81.61
-81.427675,35.760803,23333,1278,"Drowning Creek Volunteer Fire Department, Inc.",1,1630 Airport Rhodhiss Road,Hickory,NC,Burke,28601,35.76,-81.43
-78.7298751,34.65527352,23334,903,Dublin Fire Department,1,324 3rd St,Dublin,NC,Bladen,28332,34.66,-78.73
-75.75645668,36.1828532,23335,2814,"Duck Volunteer Fire Department, Inc.",1,1259 Duck Rd.,Duck,NC,Dare,27949,36.18,-75.76
-78.0423,35.2655,23336,9604,Dudley Volunteer Fire Department,1,4533 Hwy 117 A,Dudley,NC,Wayne,28333,35.27,-78.04
-78.61177166,35.30726455,23337,4306,"Dunn Emergency Services, Inc.",1,101 W. Cumberland St.,Dunn,NC,Harnett,28334,35.31,-78.61
-78.60827972,35.30937183,23338,4306,"Dunn Emergency Services, Inc.",2,110 E Harnett St.,Dunn,NC,Harnett,28334,35.31,-78.61
-76.3172,36.1548,23339,7206,Durants Neck Volunteer Fire Department,1,2087 New Hope Rd.,Durants Neck,NC,Perquimans,27930,36.15,-76.32
-78.8977,35.9965,23340,3203,Durham Fire Department,1,139 E. Morgan Street,Durham,NC,Durham,27701,36.00,-78.90
-78.9221,36.0142,23341,3203,Durham Fire Department,2,1001 9th Street,Durham,NC,Durham,27705,36.01,-78.92
-78.86715749,35.99089132,23342,3203,Durham Fire Department,3,822 N. Miami Boulveard,Durham,NC,Durham,27703,35.99,-78.87
-78.88972875,35.95575261,23343,3203,Durham Fire Department,4,1818 Riddle Road,Durham,NC,Durham,27707,35.96,-78.89
-78.93083755,35.98349984,23344,3203,Durham Fire Department,5,2212 Chapel Hill Road,Durham,NC,Durham,27707,35.98,-78.93
-78.95112029,35.93354334,23345,3203,Durham Fire Department,6,3700 Swarthmore Road,Durham,NC,Durham,27707,35.93,-78.95
-78.90438239,36.05443686,23346,3203,Durham Fire Department,7,3919 N. Duke Road,Durham,NC,Durham,27704,36.05,-78.90
-78.80834251,35.97851799,23347,3203,Durham Fire Department,8,225 Lick Creek Lane,Durham,NC,Durham,27703,35.98,-78.81
-78.868,36.018,23348,3203,Durham Fire Department,9,1648 Midland Terrace,Durham,NC,Durham,27704,36.02,-78.87
-78.96152531,36.04190915,23349,3203,Durham Fire Department,10,1805 Cole Mill Road,Durham,NC,Durham,27705,36.04,-78.96
-78.96835172,35.99021668,23350,3203,Durham Fire Department,11,2800 Cornwallis Road,Durham,NC,Durham,27705,35.99,-78.97
-78.89747813,35.91517423,23351,3203,Durham Fire Department,12,1230  Carpenter Fletcher Road,Durham,NC,Durham,27713,35.92,-78.90
-78.84428886,35.92786968,23352,3203,Durham Fire Department,13,2901 S. Miami Boulevard,Durham,NC,Durham,27713,35.93,-78.84
-78.94008198,36.08268569,23353,3203,Durham Fire Department,14,1327 Umstead Road,Durham,NC,Durham,27712,36.08,-78.94
-78.86196245,36.09694921,23354,3203,Durham Fire Department,15,2060 Torredge Road,Durham,NC,Durham,27712,36.10,-78.86
-78.98271376,35.90574773,23355,3203,Durham Fire Department,16,6303 Farrington Road,Chapel Hill,NC,Durham,27514,35.91,-78.98
-78.796378,35.94113,23356,3203,Durham Fire Department,17,5503 Leesville Road,Durham,NC,Durham,27703,35.94,-78.80
-78.91190844,35.89528906,23357,3203,Durham Fire Department,18,1409 Seaton Road,Durham,NC,Durham,27703,35.90,-78.91
-78.84657859,35.88381412,23358,3203,Durham Fire Department,19,4716 Old Page Road,Durham,NC,Durham,27703,35.88,-78.85
-78.83811802,35.94676149,23359,3203,Durham Fire Department,82,1724 S. Miami Blvd,Durham,NC,Durham,27703,35.95,-78.84
-78.98506562,35.94068826,23360,3203,Durham Fire Department,85,4200 Farrington Road,Durham,NC,Durham,27713,35.94,-78.99
-78.72084251,35.93016525,23361,9204,"Durham Highway Fire Protection Asso., Inc.",1,11905 Norwood Rd,Raleigh,NC,Wake,27613,35.93,-78.72
-78.72667545,35.8969,23362,9204,"Durham Highway Fire Protection Asso., Inc.",2,8312 Pinecrest Rd,Raleigh,NC,Wake,27613,35.90,-78.73
-81.8866,35.631,23363,5602,"Dysartsville Volunteer Fire Department, Inc.",1,9184 NC Hwy 226 South,Nebo,NC,McDowell,28761,35.63,-81.89
-79.46126589,36.02116137,23364,103,E. M. Holt Community Volunteer Fire Department,1,2172 Belmont Alamance Road,Burlington,NC,Alamance,27215,36.02,-79.46
-79.48344432,35.97662485,23365,103,E. M. Holt Community Volunteer Fire Department,2,4853 Friendship-Rock Creek Road,Burlington,NC,Alamance,27215,35.98,-79.48
-79.65390729,35.29260367,23366,6362,"Eagle Springs Volunteer Fire Department, Inc.",1,1932 NC Hwy 211,Eagle Springs,NC,Moore,27242,35.29,-79.65
-80.5085,36.21466629,23367,9914,"East Bend Volunteer Fire Department, Inc.",1,200 School Street,East Bend,NC,Yadkin,27018,36.21,-80.51
-80.4505,36.2193,23368,9914,"East Bend Volunteer Fire Department, Inc.",2,3246 Apperson Road,East Bend,NC,Yadkin,27018,36.22,-80.45
-81.04257166,35.31342491,23369,3611,"East Gaston Volunteer Fire Department, Inc.",1,PO Box 288,Mount Holly,NC,Gaston,28120,35.31,-81.04
-80.34065364,35.52138564,23370,8046,"East Gold Hill Volunteer Fire Department, Inc.",1,820 Old US 80 Hwy,Gold Hill,NC,Rowan,28071,35.52,-80.34
-78.9001,34.6599,23371,7805,"East Howellsville Volunteer Fire Department, Inc.",1,1000 Pridgen Rd,Lumberton,NC,Robeson,28358,34.66,-78.90
-80.9991,35.4402,23372,5504,"East Lincoln Fire Department, Inc.",1,406 S. Pilot Knob Rd.,Stanley,NC,Lincoln,28164,35.44,-81.00
-80.99908735,35.48460827,23373,5504,"East Lincoln Fire Department, Inc.",2,7803 Commerce Dr.,Denver,NC,Lincoln,28037,35.48,-81.00
-77.846184,35.697071,23374,9802,"East Nash Volunteer Fire Department, Inc.",1,4117 US 264 Highway Alternate East,Wilson,NC,Wilson,27893,35.70,-77.85
-77.877589,35.737981,23375,9802,"East Nash Volunteer Fire Department, Inc.",2,3343 US 301 Highway North,Wilson,NC,Wilson,27893,35.74,-77.88
-79.76316589,34.90599036,23376,7704,"East Rockingham Fire Department, Inc.",1,487 Airport Road,Rockingham,NC,Richmond,28379,34.91,-79.76
-80.15375364,35.36336125,23377,8407,"East Side Volunteer Fire Department, Incorporated",1,805 Laton Rd,Albemarle,NC,Stanly,28001,35.36,-80.15
-80.12863947,35.32402055,23378,8407,"East Side Volunteer Fire Department, Incorporated",2,44604 NC 24-27 73 HWY,Albemarle,NC,Stanly,28001,35.32,-80.13
-79.77319081,35.69307611,23379,7603,"East Side Volunteer Fire Protection Association, Inc.",1,614 Daniel Road,Asheboro,NC,Randolph,27205,35.69,-79.77
-79.71242798,35.64510824,23380,7603,"East Side Volunteer Fire Protection Association, Inc.",2,3033 Old Hwy 13,Asheboro,NC,Randolph,27205,35.65,-79.71
-79.73900805,35.68158431,23381,7603,"East Side Volunteer Fire Protection Association, Inc.",3,2444 Buffalo Ford Road,Asheboro,NC,Randolph,27205,35.68,-79.74
-80.4351495,35.6835915,23382,8047,East Spencer Fire Department,1,201 S. LONG ST,East Spencer,NC,Rowan,28039,35.68,-80.44
-77.8274,35.4436,23383,9605,"East Wayne V.F.D., Inc.",1,186 East Wayne Rd,Goldsboro,NC,Wayne,27534,35.44,-77.83
-77.2992793,35.55420218,23384,7434,"Eastern Pines Fire-Rescue, Inc.",1,5473 Eastern Pines Rd.,Greenville,NC,Pitt,27858,35.55,-77.30
-78.78884898,35.09066951,23385,2605,"Eastover Volunteer Fire Department, Inc.",1,3405 Dunn Rd,Eastover,NC,Cumberland,28312,35.09,-78.79
-79.47076093,35.25044019,23386,6352,"Eastwood Volunteer Fire Department, Inc.",1,980 Hwy 73,West End,NC,Moore,27376,35.25,-79.47
-82.54527895,35.91735671,23387,5807,"Ebbs Chapel Volunteer Fire Department, Inc.",1,680 Puncheon Fork Road,Mars Hill,NC,Madison,28754,35.92,-82.55
-82.61382076,35.91706434,23388,5807,"Ebbs Chapel Volunteer Fire Department, Inc.",2,11101 Big Laurel Road,Mars Hill,NC,Madison,28754,35.92,-82.61
-80.85288583,35.85307391,23389,4915,"Ebenezer Volunteer Fire Department, Inc.",1,1002 Turnerburg Hwy,Statesville,NC,Iredell,28625,35.85,-80.85
-77.9909,36.582,23390,9316,Ebony Volunteer Fire Deparment,1,497 Robinson Ferry Road,Ebony,VA,Warren,23845,36.58,-77.99
-79.76536974,36.49034043,23391,7902,Eden Fire Department,1,623 Henry St,Eden,NC,Rockingham,27288,36.49,-79.77
-79.6954,36.518,23392,7902,Eden Fire Department,2,1431 Fieldcrest Rd,Eden,NC,Rockingham,27288,36.52,-79.70
-79.76022704,36.51625557,23393,7902,Eden Fire Department,3,554 Morgan Rd,Eden,NC,Rockingham,27288,36.52,-79.76
-79.74034251,36.50207064,23394,7902,Eden Fire Department,4,135 E Stadium Dr,Eden,NC,Rockingham,27288,36.50,-79.74
-76.60523866,36.06795311,23395,2102,Edenton Fire Department,1,704 N Broad St.,Edenton,NC,Chowan,27932,36.07,-76.61
-82.34584251,35.38905408,23396,4504,"Edneyville Volunteer Fire and Rescue Department, Inc.",1,1 Firehouse Drive,Hendersonville,NC,Henderson,28792,35.39,-82.35
-82.3941,35.3951,23397,4504,"Edneyville Volunteer Fire and Rescue Department, Inc.",2,3101 Fruitland Road,Hendersonville,NC,Henderson,28792,35.40,-82.39
-82.31034099,35.38149304,23398,4504,"Edneyville Volunteer Fire and Rescue Department, Inc.",3,21 SugarLoaf Mountain Road,Hendersonville,NC,Henderson,28792,35.38,-82.31
-79.17807166,36.08080867,23399,6803,"Efland Volunteer Fire Company, Inc.",1,3900 US 70 W,Efland,NC,Orange,27243,36.08,-79.18
-79.21689615,36.08709537,23400,6803,"Efland Volunteer Fire Company, Inc.",2,5800 US Hwy 70,Mebane,NC,Orange,27302,36.09,-79.22
-79.1838,36.1207,23401,6803,"Efland Volunteer Fire Company, Inc.",3,4111 Harmony Church Road,Efland,NC,Orange,27243,36.12,-79.18
-82.3926,35.9921,23402,10015,"Egypt - Ramseytown Volunteer Fire Department, Inc.",1,8635 US Hwy 19 W,Burnsville,NC,Yancey,28714,35.99,-82.39
-82.34712781,36.0084927,23403,10015,"Egypt - Ramseytown Volunteer Fire Department, Inc.",2,14530 US Hwy 19 W,Burnsville,NC,Yancey,28714,36.01,-82.35
-78.52839271,35.45415681,23404,5111,"Elevation Fire Department, Incorporated",1,1825 Federal Rd,Benson,NC,Johnston,27504,35.45,-78.53
-79.30644595,35.90609131,23405,104,"Eli Whitney Volunteer Fire Department, Inc.",1,7618 Hwy NC 87 South,Graham,NC,Alamance,27253,35.91,-79.31
-79.37579959,35.96704762,23406,104,"Eli Whitney Volunteer Fire Department, Inc.",2,4606 Hwy 87 South,Graham,NC,Alamance,27253,35.97,-79.38
-76.24071265,36.28761516,23407,7001,Elizabeth City Fire Department,1,902 Halstead Blvd,Elizabeth City,NC,Pasquotank,27909,36.29,-76.24
-76.22510461,36.30509568,23408,7001,Elizabeth City Fire Department,2,410 Harney St,Elizabeth City,NC,Pasquotank,27909,36.31,-76.23
-78.604287,34.627747,23409,904,Elizabethtown Fire Department,1,300 East Broad St,Elizabethtown,NC,Bladen,28337,34.63,-78.60
-78.6114,34.6275,23410,904,Elizabethtown Fire Department,2,401 West Swanzy St.,Elizabethtown,NC,Bladen,28337,34.63,-78.61
-81.98211843,36.1580739,23411,607,"Elk Park Volunteer Fire Department, Inc.",1,7771 N. US 19-E,Elk Park,NC,Avery,28622,36.16,-81.98
-80.85562758,36.24670433,23412,8616,Elkin Fire Department,1,304 North Front Street,Elkin,NC,Surry,28621,36.25,-80.86
-81.75823178,35.32705318,23413,8104,"Ellenboro Volunteer Fire Department, Inc.",1,175 Depot St,Ellenboro,NC,Rutherford,28040,35.33,-81.76
-81.26202875,35.92123902,23414,202,"Ellendale Community Volunteer Fire Department, Inc.",1,30 Ellendale Road,Taylorsville,NC,Alexander,28681,35.92,-81.26
-79.7619586,35.0715,23415,7702,Ellerbe Fire Department,1,108 West Page Street,Ellerbe,NC,Richmond,28338,35.07,-79.76
-80.4649,35.7252,23416,8048,"Ellis Cross-Country Fire Department, Inc.",1,3420 Old Mocksville Road,Salisbury,NC,Rowan,28144,35.73,-80.46
-79.50678274,36.09779133,23417,105,Elon Fire / Rescue,1,219 South Williamson Ave.,Elon,NC,Alamance,27244,36.10,-79.51
-79.49570536,36.11209198,23418,105,Elon Fire / Rescue,2,2110 Power Line Road,Elon,NC,Alamance,27244,36.11,-79.50
-77.9022,35.3397,23419,9606,"Elroy Volunteer Fire Fighters, Incorporated",1,4720 Hwy 70 East,Goldsboro,NC,Wayne,27534,35.34,-77.90
-77.8811,35.2899,23420,9606,"Elroy Volunteer Fire Fighters, Incorporated",2,1561 Dollard Town Rd,Goldsboro,NC,Wayne,27534,35.29,-77.88
-77.02920132,34.66630962,23421,1645,Emerald Isle Fire Department,1,7516 Emerald Isle Dr.,Emerald Isle,NC,Carteret,28594,34.67,-77.03
-76.95891562,34.67712343,23422,1645,Emerald Isle Fire Department,2,2810 Emerald Dr.,Emerald Isle,NC,Carteret,28594,34.68,-76.96
-80.2796,35.3048,23423,8408,"Endy Volunteer Fire Department, Incorporated",1,25045 24/27 Hwy,Albemarle,NC,Stanly,28001,35.30,-80.28
-77.68007813,36.18146454,23424,4203,"Enfield Fire Department, Inc.",1,12719 NC Hwy 481 Business,Enfield,NC,Halifax,27823,36.18,-77.68
-77.8304949,36.21643076,23425,4203,"Enfield Fire Department, Inc.",2,9768 Ringwood Rd.,Enfield,NC,Halifax,27823,36.22,-77.83
-76.00704636,35.51026987,23426,4801,"Engelhard Volunteer Fire Department, Inc.",1,34545 US 264,Engelhard,NC,Hyde,27824,35.51,-76.01
-82.68446052,35.53953968,23427,1106,"Enka Candler Fire and Rescue Department, Incorporated",1,85 Pisgah Hwy.,Candler,NC,Buncombe,28715,35.54,-82.68
-82.7427,35.5426,23428,1106,"Enka Candler Fire and Rescue Department, Incorporated",2,2332 Smokey Park Hwy.,Candler,NC,Buncombe,28715,35.54,-82.74
-82.64018,35.5434,23429,1106,"Enka Candler Fire and Rescue Department, Incorporated",3,125 Jacob Holm Way,Candler,NC,Buncombe,28715,35.54,-82.64
-79.0139,36.0397,23430,6804,"Eno Fire and Emergency Services, Inc.",1,5019 US 70 East,Durham,NC,Orange,27705,36.04,-79.01
-79.003,36.1155,23431,6804,"Eno Fire and Emergency Services, Inc.",2,5501 St Mary Road,Hillsborough,NC,Orange,27278,36.12,-79.00
-80.66686437,35.53055568,23432,8049,"Enochville Fire and Rescue Department, Inc.",1,808 N. Enochville Ave,China Grove,NC,Rowan,28023,35.53,-80.67
-81.64997207,35.6621954,23433,1259,Enola Volunteer Fire Rescue,1,2559 Enola Road,Morganton,NC,Burke,28655,35.66,-81.65
-78.32545825,36.24236588,23434,3511,"Epsom Fire and Rescue Association, Incorporated, Henderson, North Carolina",1,8120 Hwy 39 South ,Henderson,NC,Franklin,27537,36.24,-78.33
-78.67646478,35.32668992,23435,4307,"Erwin Fire Department and Rescue Squad, Inc.",1,200 South 13th St,Erwin,NC,Harnett,28339,35.33,-78.68
-82.57840688,35.32503474,23436,4505,"Etowah-Horseshoe Volunteer Fire & Rescue Department, Inc.",1,15 Morgan Road,Etowah,NC,Henderson,28729,35.33,-82.58
-82.55807854,35.30328479,23437,4505,"Etowah-Horseshoe Volunteer Fire & Rescue Department, Inc.",2,3559 Hebron Road,Hendersonville,NC,Henderson,28739,35.30,-82.56
-82.5445,35.3406,23438,4505,"Etowah-Horseshoe Volunteer Fire & Rescue Department, Inc.",3,3712 Brevard Road,Hendersonville,NC,Henderson,28792,35.34,-82.54
-82.61410385,35.32000236,23439,4505,"Etowah-Horseshoe Volunteer Fire & Rescue Department, Inc.",4,744 Brickyard Road,Etowah,NC,Henderson,28729,35.32,-82.61
-76.85310344,36.4271331,23440,3704,"Eure Volunteer Fire Department, Inc.",1,1210 Hwy 137,Eure,NC,Gates,27935,36.43,-76.85
-79.29204099,34.67382721,23441,7806,"Evans Cross Road Voluntary Fire Department, Inc.",1,3440 Elrod Rd.,Maxton,NC,Robeson,28364,34.67,-79.29
-78.9048,34.4094,23442,2407,Evergreen Volunteer Fire Dept.,1,7606 Old 74 Hwy,Evergreen,NC,Columbus,28438,34.41,-78.90
-78.847678,34.431681,23443,2407,Evergreen Volunteer Fire Dept.,2,850 Rossie O'Berry Rd,Whiteville,NC,Columbus,28472,34.43,-78.85
-79.020315,34.31981,23444,2408,"Fair Bluff Fire Department and Rescue Squad, Inc.",1,152 Main St.,Fair Bluff,NC,Columbus,28439,34.32,-79.02
-78.97157854,34.24068026,23445,2408,"Fair Bluff Fire Department and Rescue Squad, Inc.",2,185 Mc Neill Rd,Fair Bluff,NC,Columbus,28439,34.24,-78.97
-80.07799079,35.85018696,23446,2905,"Fair Grove Fire Department, Inc.",1,211 Cedar Lodge Road,Thomasville,NC,Davidson,27360,35.85,-80.08
-80.0284586,35.86234348,23447,2905,"Fair Grove Fire Department, Inc.",2,7261 Welborne,Trinity,NC,Davidson,27370,35.86,-80.03
-80.0859,35.81038559,23448,2905,"Fair Grove Fire Department, Inc.",3,760 Lee Road,Thomasville,NC,Davidson,27360,35.81,-80.09
-82.18825953,35.46220839,23449,8115,"Fairfield Mountains Volunteer Fire Department, Inc.",1,1415 Buffalo Creek Rd,Lake Lure,NC,Rutherford,28746,35.46,-82.19
-76.22241224,35.53746944,23450,4805,Fairfield Volunteer Fire Department,1,6680 NC 94,Fairfield,NC,Hyde,27826,35.54,-76.22
-79.11328357,34.49444162,23451,7807,Fairmont Fire Department,1,103 Cottage St.,Fairmont,NC,Robeson,28340,34.49,-79.11
-79.1105586,34.49606737,23452,7808,"Fairmont Rural Fire Department, Incorporated",1,203 Mulberry St,Fairmont,NC,Robeson,28340,34.50,-79.11
-80.53719271,35.13585084,23453,9004,Fairview Fire & Rescue Association,1,7402 Concord Highway,Monroe,NC,Union,28110,35.14,-80.54
-78.77001761,35.69416971,23454,9206,"Fairview Rural Fire Department, Inc.",1,4501 Ten-Ten Rd,Apex,NC,Wake,27502,35.69,-78.77
-78.7075,35.6722,23455,9206,"Fairview Rural Fire Department, Inc.",2,7401 Ten-Ten Rd ,Apex,NC,Wake,27502,35.67,-78.71
-82.39768542,35.51526113,23456,1107,"Fairview Volunteer Fire Department, Incorporated (Buncombe County)",1,1586 Charlotte Hwy.,Fairview,NC,Buncombe,28730,35.52,-82.40
-82.38247662,35.5432258,23457,1107,"Fairview Volunteer Fire Department, Incorporated (Buncombe County)",2,799 Old Fort Road,Fairview,NC,Buncombe,28730,35.54,-82.38
-82.42713983,35.48151529,23458,1107,"Fairview Volunteer Fire Department, Incorporated (Buncombe County)",3,133 Upper Brush Creek Rd.,Fletcher,NC,Buncombe,28732,35.48,-82.43
-78.13649656,35.11612633,23459,3106,"Faison Fire and Rescue, Inc.",1,108 South West Center St,Faison,NC,Duplin,28341,35.12,-78.14
-80.46347125,35.58767315,23460,8054,Faith Fire Department,1,"1005 Raney St. Faith, NC",Faith,NC,Rowan,28041,35.59,-80.46
-77.51687813,35.69931287,23461,7412,"Falkland Volunteer Fire Department, Inc.",1,3620 West Ave.,Falkland,NC,Pitt,27827,35.70,-77.52
-77.463822,35.649596,23462,7412,"Falkland Volunteer Fire Department, Inc.",2,4207 NC 43 North,Falkland,NC,Pitt,27827,35.65,-77.46
-81.93732752,36.2051727,23463,608,"Fall Creek Volunteer Fire Department of Avery County, Inc.",1,4296 Beech Mountain Rd,Elk Park,NC,Avery,28622,36.21,-81.94
-81.90003102,36.24658259,23464,608,"Fall Creek Volunteer Fire Department of Avery County, Inc.",2,2525 Buckeye Rd,Elk Park,NC,Avery,28622,36.25,-81.90
-78.5794,35.9339,23465,9207,"Falls Volunteer Fire Department, Inc.",1,11908 Falls of Neuse Rd,Wake Forest,NC,Wake,27587,35.93,-78.58
-81.5006,35.4248,23466,2308,"Fallston Community Volunteer Fire Department, Inc.",1,4632 Fallston Rd.,Fallston,NC,Cleveland,28042,35.42,-81.50
-81.5206,35.47995,23467,2308,"Fallston Community Volunteer Fire Department, Inc.",2,142 Carpenters Grove Church Road,Lawndale,NC,Cleveland,28090,35.48,-81.52
-79.99607854,35.63952098,23468,7604,"Farmer Volunteer Fire Department, Inc.",1,6881 S Old NC 49 Hwy,Denton,NC,Randolph,27239,35.64,-80.00
-77.5847291,35.59762116,23469,7418,Farmville Fire Department,1,3713 N Main St,Farmville,NC,Pitt,27828,35.60,-77.58
-77.585,35.5978,23470,7453,"Farmville Rural Fire Association, Inc.",1,3713 N Main St.,Farmville,NC,Pitt,27828,35.60,-77.59
-77.8462,35.5125,23471,9608,"Faro V.F.District, Inc.",1,1183 Faro Rd,Fremont,NC,Wayne,27830,35.51,-77.85
-79.41466052,36.13323536,23472,106,"Faucette Township Volunteer Fire Department, Inc.",1,2164 Carolina Road,Burlington,NC,Alamance,27217,36.13,-79.41
-79.46001569,36.15175631,23473,106,"Faucette Township Volunteer Fire Department, Inc.",2,3173 Mansfield Rd,Burlington,NC,Alamance,27217,36.15,-79.46
-78.86655213,35.04893175,23474,2607,Fayetteville Fire Department,1,607 Person St.,Fayetteville,NC,Cumberland,28301,35.05,-78.87
-78.90128886,35.0575024,23475,2607,Fayetteville Fire Department,2,101 N. Olive St,Fayetteville,NC,Cumberland,28301,35.06,-78.90
-78.89784142,35.10178589,23476,2607,Fayetteville Fire Department,3,3225 Rose Hill Rd,Fayetteville,NC,Cumberland,28301,35.10,-78.90
-78.92349079,35.07106488,23477,2607,Fayetteville Fire Department,4,406 Stamper Rd,Fayetteville,NC,Cumberland,28303,35.07,-78.92
-78.92675364,35.02992842,23478,2607,Fayetteville Fire Department,5,3040 Boone Trail Ext.,Fayetteville,NC,Cumberland,28303,35.03,-78.93
-78.9512,35.0594,23479,2607,Fayetteville Fire Department,6,4439 Cliffdale Rd,Fayetteville,NC,Cumberland,28303,35.06,-78.95
-78.88503603,35.13143148,23480,2607,Fayetteville Fire Department,7,301 Stacey Weaver Rd,Fayetteville,NC,Cumberland,28311,35.13,-78.89
-79.01213528,35.0528096,23481,2607,Fayetteville Fire Department,8,1116 71st School Rd,Fayetteville,NC,Cumberland,28314,35.05,-79.01
-78.98557166,35.08783128,23482,2607,Fayetteville Fire Department,9,5091 Santa Fe Dr,Fayetteville,NC,Cumberland,28314,35.09,-78.99
-78.88548542,34.99130663,23483,2607,Fayetteville Fire Department,10,3059 Control Tower Rd,Fayetteville,NC,Cumberland,28306,34.99,-78.89
-79.05216781,35.03096033,23484,2607,Fayetteville Fire Department,11,7690 Raeford Rd,Fayetteville,NC,Cumberland,28314,35.03,-79.05
-78.9606,35.0319,23485,2607,Fayetteville Fire Department,12,911 Hope Mills Rd,Fayetteville,NC,Cumberland,28314,35.03,-78.96
-78.89442531,35.07797755,23486,2607,Fayetteville Fire Department,14,632 Langdon St,Fayetteville,NC,Cumberland,28301,35.08,-78.89
-79.05635289,35.05748803,23487,2607,Fayetteville Fire Department,15,8434 Cliffdale Rd,Fayetteville,NC,Cumberland,28314,35.06,-79.06
-78.84265364,35.02469896,23488,2607,Fayetteville Fire Department,16,1126 Cedar Creek Rd,Fayetteville,NC,Cumberland,28312,35.02,-78.84
-78.99582531,35.02318706,23489,2607,Fayetteville Fire Department,17,6701 Bailey Lake Rd,Fayetteville,NC,Cumberland,28314,35.02,-79.00
-78.89222959,35.15458746,23490,2607,Fayetteville Fire Department,19,3481 Walsh Parkway,Fayetteville,NC,Cumberland,28311,35.15,-78.89
-77.8998,34.062,23491,6512,"Federal Point Fire-Rescue,Inc.",1,9815 River Rd,Wilmington,NC,New Hanover,28412,34.06,-77.90
-81.37125102,36.08483989,23492,9723,"Ferguson Volunteer Fire Department, Inc.",1,12660 W. NC 268 Hwy. ,Ferguson,NC,Wilkes,28624,36.08,-81.37
-81.49545364,36.12110467,23493,9723,"Ferguson Volunteer Fire Department, Inc.",2,7262 Elk Creek - Darby Rd.,Ferguson,NC,Wilkes,28624,36.12,-81.50
-78.1777,35.8598,23494,6405,"Ferrells Volunteer Fire and Rescue Department, Inc.",1,9589 West NC 97 Highway,Middlesex,NC,Nash,27557,35.86,-78.18
-82.9553,35.6825,23495,4414,"Fines Creek Volunteer Fire Department, Inc.",1,244 Fines Creek Road,Clyde,NC,Haywood,28721,35.68,-82.96
-79.56978583,36.16035669,23496,4108,"Fire District #28, Inc.",1,6619 NC Hwy 61 North,Gibsonville,NC,Guilford,27249,36.16,-79.57
-79.75430536,36.14909604,23497,4106,"Fire District Number Thirteen, Incorporated",1,2505 Lees Chapel Rd,Greensboro,NC,Guilford,27405,36.15,-79.75
-79.71323219,36.15304332,23498,4106,"Fire District Number Thirteen, Incorporated",2,4629 Hicone Rd.,Greensboro,NC,Guilford,27405,36.15,-79.71
-79.7927,36.1919,23499,4106,"Fire District Number Thirteen, Incorporated",3,6912 Spencer Dixson Rd.,Greensboro,NC,Guilford,27455,36.19,-79.79
-78.10616245,36.18665587,23500,3502,"Fire and Rescue Association, Incorporated, Centerville, North Carolina",1,5939 NC 561 ,Louisburg,NC,Franklin,27549,36.19,-78.11
-78.88315364,35.31241615,23501,4308,"Flat Branch Volunteer Fire Department, Inc.",1,2098 Elliot Bridge,Bunnlevel,NC,Harnett,28323,35.31,-78.88
-78.7998,35.3577,23502,4309,"Flatwoods Community Fire Department, Inc.",1,3130 US Hwy 401 S,Lillington,NC,Harnett,27546,35.36,-78.80
-81.509609,36.310744,23503,507,"Fleetwood Volunteer Fire and Rescue Department,Inc.",1,9026 Highway 221 South,Fleetwood,NC,Ashe,28626,36.31,-81.51
-82.500282,35.431101,23504,4506,"Fletcher Fire and Rescue Department, Inc.",1,49 East Fanning Bridge Rd.,Fletcher,NC,Henderson,28732,35.43,-82.50
-82.4426,35.4376,23505,4506,"Fletcher Fire and Rescue Department, Inc.",2,458 Hoopers Creek Road,Fletcher,NC,Henderson,28732,35.44,-82.44
-82.5027,35.3894,23506,4506,"Fletcher Fire and Rescue Department, Inc.",3,5399 Asheville Hwy.,Hendersonville,NC,Henderson,28791,35.39,-82.50
-76.6517337,35.14345963,23507,6909,"Florence-Whortonsville Volunteer Fire Department, Inc.",1,5208 Florence Rd.,Merritt,NC,Pamlico,28556,35.14,-76.65
-80.55813907,35.2979198,23508,1304,"Flowe's Store Volunteer Fire Department, Inc.",1,8623 Flowe's Store Rd.,Concord,NC,Cabarrus,28025,35.30,-80.56
-80.5191,36.1147,23509,9911,"Forbush Volunteer Fire Department, Inc.",1,4725 East Old Hwy 421,Yadkinville,NC,Yadkin,27055,36.11,-80.52
-80.4671,36.1495,23510,9911,"Forbush Volunteer Fire Department, Inc.",2,1340 Flint Hill Rd.,Yadkinville,NC,Yadkin,27055,36.15,-80.47
