X,Y,OBJECTID,FD_ID,DEPT_NAME,STATION_NUMBER,STATION_ADDRESS,CITY,STATE,COUNTY,ZIP_CODE,LATITUDE,LONGITUDE
-80.5536,35.3795,23770,1307,"Jackson Park V.F.D., Inc.",4,1165 Warren C. Coleman Blvd. N.,Concord,NC,Cabarrus,28027,35.38,-80.55
-80.5956,35.3622,23771,1307,"Jackson Park V.F.D., Inc.",8,1485 Old Charlotte Rd.,Concord,NC,Cabarrus,28027,35.36,-80.60
-77.41921761,36.38924318,23772,6603,"Jackson Volunteer Fire Department, Incorporated",1,102 Depot St,Jackson,NC,Northampton,27845,36.39,-77.42
-77.4287,34.7537,23773,6710,Jacksonville Fire & Emergency Services,1,200 Marine Blvd.,Jacksonville,NC,Onslow,28540,34.75,-77.43
-77.4301,34.7702,23774,6710,Jacksonville Fire & Emergency Services,2,1800 Gum Branch Rd,Jacksonville,NC,Onslow,28540,34.77,-77.43
-77.3787,34.796,23775,6710,Jacksonville Fire & Emergency Services,3,190 Huff DR,Jacksonville,NC,Onslow,28546,34.80,-77.38
-77.401,34.796,23776,6710,Jacksonville Fire & Emergency Services,4,100 Fire House Ln.,Jacksonville,NC,Onslow,28540,34.80,-77.40
-79.87277207,36.37951023,23777,7916,"Jacobs Creek Fire Tax District, Inc.",1,2250 NC Hwy 704,Madison,NC,Rockingham,27025,36.38,-79.87
-76.90382262,35.80995873,23778,5904,"Jamesville Community Volunteer Fire Department, Inc.",1,1035 Hayes St,Jamesville,NC,Martin,27846,35.81,-76.90
-81.48211265,36.425,23779,502,"Jefferson Volunteer Fire Department, Inc.",1,205 Northwest Drive,Jefferson,NC,Ashe,28640,36.43,-81.48
-80.5355337,35.83110867,23780,3021,"Jerusalem Township Volunteer Fire Department, Inc.",1,7185 S. NC Hwy. 801 ,Mocksville,NC,Davie,27028,35.83,-80.54
-81.89587976,35.97453892,23781,1258,"Jonas Ridge Volunteer Fire & Rescue Department, Inc.",1,6680 Dogwood Knob Road,Jonas Ridge,NC,Burke,28641,35.97,-81.90
-83.0174,35.5755,23782,4413,"Jonathan Creek Volunteer Fire and Rescue, Inc.",1,87 Joe Carver Road,Waynesville,NC,Haywood,28785,35.58,-83.02
-80.8427,36.2336,23783,9917,Jonesville Volunteer Fire Department,1,111 south Bridge Street,Jonesville,NC,Yadkin,28642,36.23,-80.84
-78.2593,35.2704,23784,9614,"Jordans Chapel Fire Department, Inc.",1,480 S Jordan's Chapel Rd,Mount Olive,NC,Wayne,28365,35.27,-78.26
-80.77938583,36.334079,23785,8666,Jot-Um-Down Volunteer Fire Department,1,1091 Dobbins Mill Road,Elkin,NC,Surry,28621,36.33,-80.78
-79.65774519,35.90468045,23786,4113,"Julian Volunteer Fire and Rescue Department, Inc.",1,4317 Folger Road ,Julian,NC,Guilford,27283,35.90,-79.66
-82.9585,35.5276,23787,4407,"Junaluska Community Volunteer Fire Department, Inc.",1,90 Old Clyde Road,Waynesville,NC,Haywood,28785,35.53,-82.96
-82.5675,35.7591,23788,1110,"Jupiter Volunteer Fire Department, Incorporated",1,331 Jupiter Road,Weaverville,NC,Buncombe,28787,35.76,-82.57
-78.1699207,36.05518291,23789,3506,"Justice Rural Volunteer Fire Association, Inc.",1,4113 NC Hwy 581 North,Spring Hope,NC,Franklin,27882,36.06,-78.17
-78.18825364,35.99742839,23790,3506,"Justice Rural Volunteer Fire Association, Inc.",2,942 Sykes Rd,Spring Hope,NC,Franklin,27882,36.00,-78.19
-80.608,35.5039,23791,1309,Kannapolis Fire Department,1,300 Firehouse Drive,Kannapolis,NC,Cabarrus,28083,35.50,-80.61
-80.6308,35.4838,23792,1309,Kannapolis Fire Department,2,819 Richard Ave.,Kannapolis,NC,Cabarrus,28081,35.48,-80.63
-80.6066,35.4636,23793,1309,Kannapolis Fire Department,3,2209 Florida Ave,Kannapolis,NC,Cabarrus,28083,35.46,-80.61
-80.6199,35.4461,23794,1309,Kannapolis Fire Department,4,328 Stewart Street,Concord,NC,Cabarrus,28027,35.45,-80.62
-80.6827,35.4435,23795,1309,Kannapolis Fire Department,5,2046 Barr Rd,Concord,NC,Cabarrus,28027,35.44,-80.68
-77.2251,36.1812,23796,804,Kelford Volunteer Fire Dept. Inc.,1,106 N. Main St,Kelford,NC,Bertie,27847,36.18,-77.23
-78.32199464,34.46603808,23797,905,"Kelly Volunteer Fire Department, Inc.",1,18628 NC 53 E,Kelly,NC,Bladen,28448,34.47,-78.32
-78.27858774,34.53595943,23798,905,"Kelly Volunteer Fire Department, Inc.",2,18933 Highway 210 ,Ivanhoe,NC,Bladen,28447,34.54,-78.28
-77.96156245,34.96286703,23799,3107,Kenansville Fire Department,1,105 W Hill St,Kenansville,NC,Duplin,28349,34.96,-77.96
-77.95482255,35.03444503,23800,3107,Kenansville Fire Department,2,280 Holland Road,Kenansville,NC,Duplin,28349,35.03,-77.95
-78.125259,35.594201,23801,5114,"Kenly Volunteer Fire Department, Incorporated",1,101 W 1st St,Kenly,NC,Johnston,27542,35.59,-78.13
-80.07414519,36.12665946,23802,3408,Kernersville Fire Department,1,316 W. Bodenhamer St.,Kernersville,NC,Forsyth,27284,36.13,-80.07
-80.06169762,36.0989819,23803,3408,Kernersville Fire Department,2,1180 NC-66,Kernersville,NC,Forsyth,27284,36.10,-80.06
-80.12098557,36.13228908,23804,3408,Kernersville Fire Department,3,2050 West Mountian St.,Kernersville,NC,Forsyth,27284,36.13,-80.12
-80.0997,36.08608,23805,3408,Kernersville Fire Department,4,1105 Old Salem Road,Kernersville,NC,Forsyth,27284,36.09,-80.10
-80.01685901,36.11369231,23806,3408,Kernersville Fire Department,5,9414 West Market,Colfax,NC,Forsyth,27235,36.11,-80.02
-78.3701,36.4243,23807,9102,"Kerr Lake Volunteer Fire Department, INC.",1,5021 Satterwhite Point Rd.,Henderson,NC,Vance,27537,36.42,-78.37
-75.671547,36.03047765,23808,2804,Kill Devil Hills Fire Department,1,1634 North Croatan Hwy.,Kill Devil Hills,NC,Dare,27948,36.03,-75.67
-79.57279119,35.93629566,23809,4124,"Kimesville Community Fire Department and Rescue, Inc.",1,6610 Humble Rd. ,Liberty,NC,Guilford,27298,35.94,-79.57
-81.41344291,35.98264823,23810,1406,"King's Creek Volunteer Fire Department, Inc.",1,3420 Wilkesboro Blvd,Lenoir,NC,Caldwell,28645,35.98,-81.41
-81.34287743,35.23712551,23811,2310,Kings Mountain Fire Department,1,106 Spruce Street,Kings Mountain,NC,Cleveland,28086,35.24,-81.34
-81.36916437,35.23910515,23812,2310,Kings Mountain Fire Department,2,1207 Shelby Road,Kings Mountain,NC,Cleveland,28086,35.24,-81.37
-77.5752586,35.2684,23813,5402,Kinston Department of Fire and Rescue,1,401 E. Vernon Ave.,Kinston,NC,Lenoir,28502,35.27,-77.58
-77.61793474,35.29838224,23814,5402,Kinston Department of Fire and Rescue,2,3428 Carey Road,Kinston,NC,Lenoir,28501,35.30,-77.62
-77.6482545,35.26557748,23815,5402,Kinston Department of Fire and Rescue,3,1247 Hill Farm Road,Kinston,NC,Lenoir,28501,35.27,-77.65
-77.5823,35.2838,23816,5402,Kinston Department of Fire and Rescue,4,202 Plaza Blvd,Kinston,NC,Lenoir,28502,35.28,-77.58
-78.44145324,36.22269258,23817,9105,"Kittrell Volunteer Fire Department, Incorporated",1,54 West Main St,Kittrell,NC,Vance,27544,36.22,-78.44
-75.71009848,36.06483982,23818,2805,Kitty Hawk Fire Department,1,859 W. Kitty Hawk Rd.,Kitty Hawk,NC,Dare,27949,36.06,-75.71
-78.82477329,34.32440822,23819,2414,"Klondyke-Chadbourn Volunteer Fire & Rescue, Inc.",1,204 North Wilson Street,Chadbourn,NC,Columbus,28431,34.32,-78.82
-78.47469656,35.7894087,23820,9230,Knightdale Fire Department,0,306 Robertson St,Knightdale,NC,Wake,27545,35.79,-78.47
-78.47844787,35.78925213,23821,9230,Knightdale Fire Department,1,401 Hester St.,Knightdale,NC,Wake,27545,35.79,-78.48
-78.4881414,35.8021346,23822,9230,Knightdale Fire Department,2,967 Steeple Square Ct.,Knightdale,NC,Wake,27545,35.80,-78.49
-78.49592105,35.75265647,23823,9230,Knightdale Fire Department,3,4828 Clifton Rd.,Knightdale,NC,Wake,27545,35.75,-78.50
-81.0907,36.2008,23824,9726,"Knotville Volunteer Fire Department, Inc.",1,2864 Elkin Hwy,North Wilkesboro,NC,Wilkes,28659,36.20,-81.09
-77.910363,33.999264,23825,6503,"Kure Beach Volunteer Fire Department, Inc.",1,608 K Ave.,Kure Beach,NC,New Hanover,28449,34.00,-77.91
-77.7869249,35.30679493,23826,5434,La Grange Fire Department,1,119 East Railroad St,La Grange,NC,Lenoir,28551,35.31,-77.79
-78.09026822,36.5661508,23827,9315,"Lake Gaston Volunteer Fire Department, Inc.",1,7609 Highway 903,Bracey,VA,Warren,23919,36.57,-78.09
-81.81283603,35.77293503,23828,1268,"Lake James Fire and Rescue, Inc.",1,3222 Hwy. 126,Morganton,NC,Burke,28655,35.77,-81.81
-82.9205,35.43,23829,4415,"Lake Logan-Cecil Volunteer Fire Department, Inc.",1,4291 Lake Logan Road,Canton,NC,Haywood,28716,35.43,-82.92
-82.90012899,35.46955717,23830,4415,"Lake Logan-Cecil Volunteer Fire Department, Inc.",2,5384 Pigeon Rd.,Canton,NC,Haywood,28716,35.47,-82.90
-82.18784577,35.42032625,23831,8117,Lake Lure Fire Department,1,622 Memorial Hwy,Lake Lure,NC,Rutherford,28746,35.42,-82.19
-80.92426437,35.55577156,23832,4904,Lake Norman Volunteer Fire and Rescue Department,1,1518 Brawley School Road,Mooresville,NC,Iredell,28117,35.56,-80.92
-76.4655,35.8304,23833,9402,Lake Phelps Volunteer Fire Department,1,9688 Newland Road,Creswell,NC,Washington,27928,35.83,-76.47
-80.07362105,35.30248479,23834,6210,"Lake Tillery Fire and Rescue, Inc.",1,7913 NC Hwy 73 West,Mount Gilead,NC,Montgomery,27306,35.30,-80.07
-80.0732,35.2559,23835,6210,"Lake Tillery Fire and Rescue, Inc.",2,1853 Lilly's Bridge Road,Mt. Gilead,NC,Montgomery,27306,35.26,-80.07
-82.93191458,35.13666232,23836,8808,"Lake Toxaway Fire Rescue, Inc.",1,850 Blue Ridge Rd,Lake Toxaway,NC,Transylvania,28747,35.14,-82.93
-82.9589,35.1049,23837,8808,"Lake Toxaway Fire Rescue, Inc.",2,599 Whitewater Rd,Sapphire,NC,Transylvania,28774,35.10,-82.96
-78.5224,34.3198,23838,2409,Lake Waccamaw Fire and Rescue Auxiliary,1,203 Flemmington Dr,Lake Waccamaw,NC,Columbus,28450,34.32,-78.52
-78.5565,34.2932,23839,2409,Lake Waccamaw Fire and Rescue Auxiliary,2,1741 Dupree Landing,Lake Waccamaw,NC,Columbus,28450,34.29,-78.56
-78.52232005,34.319619,23840,2421,Lake Waccamaw Fire and Rescue Department,1,203 Flemington Dr.,Lake Waccamaw,NC,Columbus,28450,34.32,-78.52
-78.55648781,34.29333736,23841,2421,Lake Waccamaw Fire and Rescue Department,2,1741 Dupree Landing Rd.,Lake Waccamaw,NC,Columbus,28450,34.29,-78.56
-80.60832146,35.54692144,23842,8058,"Landis Municipal Fire Department, Inc.",1,136 N. Central Ave.,Landis,NC,Rowan,28088,35.55,-80.61
-80.61340496,35.54460577,23843,8058,"Landis Municipal Fire Department, Inc.",2,312 S. Main Street,Landis,NC,Rowan,28088,35.54,-80.61
-80.43143522,34.83875597,23844,9007,"Lanes Creek Volunteer Fire Department, Inc.",1,7608 Landsford Road,Monroe,NC,Union,28112,34.84,-80.43
-81.5105,36.4983,23845,503,"Lansing Volunteer Fire & Rescue, Inc.",1,9281 Hwy 194 North,Lansing,NC,Ashe,28643,36.50,-81.51
-81.496613,36.553826,23846,503,"Lansing Volunteer Fire & Rescue, Inc.",2,241 Old Helton School Road,Lansing ,NC,Ashe,28643,36.55,-81.50
-77.3085,36.34971296,23847,6609,"Lasker Volunteer Fire Department, Incorporated",1,112 West Church St.,Lasker,NC,Northampton,27848,36.35,-77.31
-79.54731073,34.81340311,23848,8305,"Laurel Hill Fire Department, Inc.",1,9200 Old Wire Rd,Laurel Hill,NC,Scotland,28351,34.81,-79.55
-81.263,36.4126,23849,304,"Laurel Springs Volunteer Fire Department, Inc.",1,12509 HWY 18 S.,Laurel Springs,NC,Alleghany,28644,36.41,-81.26
-82.70101609,35.96504328,23850,5806,"Laurel Volunteer Fire Department, Inc.",1,4949 NC Hwy.212,Marshall,NC,Madison,28753,35.97,-82.70
-82.641779,36.007327,23851,5806,"Laurel Volunteer Fire Department, Inc.",2,127 Big Creek Rd,Marshall,NC,Madison,28753,36.01,-82.64
-79.45850303,34.782548,23852,8303,Laurinburg Fire Department,1,501 N Main St,Laurinburg,NC,Scotland,28352,34.78,-79.46
-79.47234828,34.75605349,23853,8303,Laurinburg Fire Department,2,1547 Hickory St.,Laurinburg,NC,Scotland,28352,34.76,-79.47
-79.5067,34.7275,23854,8303,Laurinburg Fire Department,3,11280 Purcell Rd,Laurinburg,NC,Scotland,28353,34.73,-79.51
-81.56450729,35.4130399,23855,2311,Lawndale Volunteer Fire Department,1,111 Richard Street,Lawndale,NC,Cleveland,28090,35.41,-81.56
-80.22547662,36.48593099,23856,8504,"Lawsonville Volunteer Fire & Rescue, Inc.",1,1013 Fire Rescue Lane,Lawsonville,NC,Stokes,27022,36.49,-80.23
-79.79539959,36.47885176,23857,7917,"Leaksville Volunteer Fire Department, Inc.",1,146 Beddingfield Road,Eden,NC,Rockingham,27288,36.48,-79.80
-79.21425324,36.40365682,23858,1710,"Leasburg Volunteer Fire Department, Inc.",1,5783 NC Hwy 119 N,Leasburg,NC,Caswell,27291,36.40,-79.21
-79.1591,36.3905,23859,1710,"Leasburg Volunteer Fire Department, Inc.",2,9798 Ridgeville Rd,Leasburg,NC,Caswell,27291,36.39,-79.16
-78.9391,36.11993534,23860,3204,"Lebanon Volunteer Fire Department, Inc.",1,7900 Russell Road,Durham,NC,Durham,27722,36.12,-78.94
-78.9129923,36.08855665,23861,3204,"Lebanon Volunteer Fire Department, Inc.",2,226 Milton Road,Durham,NC,Durham,27712,36.09,-78.91
-82.11518047,35.96496499,23862,6108,"Ledger Fire Department, Inc.",1,5165 South Hwy. 226,Bakersville,NC,Mitchell,28705,35.96,-82.12
-77.58130041,35.99169566,23863,3302,"Leggett Volunteer Fire Department, Inc.",1,29 Draugh Road,Tarboro,NC,Edgecombe,27886,35.99,-77.58
-82.70247125,35.65665691,23864,1111,"Leicester Volunteer Fire Department, Incorporated",1,2852 Leicester Hwy.,Leicester,NC,Buncombe,28748,35.66,-82.70
-82.81183947,35.67355688,23865,1111,"Leicester Volunteer Fire Department, Incorporated",2,15 School Road,Leicester,NC,Buncombe,28748,35.67,-82.81
-82.7306,35.606,23866,1111,"Leicester Volunteer Fire Department, Incorporated",3,1075 Newfound Road,Leicester,NC,Buncombe,28748,35.61,-82.73
-79.19281073,35.38920336,23867,5308,Lemon Springs Volunteer Fire Department,1,Greenwood Road and Lemon Springs Road,Lemon Springs,NC,Lee,28355,35.39,-79.19
-79.2307,35.3556,23868,5308,Lemon Springs Volunteer Fire Department,2,Pine Forrest and US 1,Lemon Springs,NC,Lee,28355,35.36,-79.23
-81.53745324,35.91490435,23869,1407,Lenoir Fire Department,1,602 Harper Ave. NW,Lenoir,NC,Caldwell,28645,35.91,-81.54
-81.51711802,35.87890864,23870,1407,Lenoir Fire Department,2,1927 Norwood Street,Lenoir,NC,Caldwell,28645,35.88,-81.52
-81.50386,35.92547,23871,1407,Lenoir Fire Department,3,1015 Wilkesboro Blvd. NE,Lenoir,NC,Caldwell,28645,35.93,-81.50
-79.807031,35.889152,23872,7608,"Level Cross Voluntary Fire Department, Inc.",1,125 Branson Mill Rd,Randleman,NC,Randolph,27317,35.89,-79.81
-77.63276974,35.85895653,23873,3312,"Lewis Community Volunteer Fire Department, Inc.",1,6585 Mckendree Church Road,Tarboro,NC,Edgecombe,27886,35.86,-77.63
-77.17715708,36.12301835,23874,805,"Lewiston Woodville Volunteer Fire Department, Inc.",1,103 W. Church Street,Lewiston Woodville,NC,Bertie,27849,36.12,-77.18
-80.25052834,35.82249578,23875,2908,Lexington Fire Department,1,200 E. Center Street,Lexington,NC,Davidson,27292,35.82,-80.25
-80.31396482,35.77682595,23876,2908,Lexington Fire Department,2,285 Hargrave Rd,Lexington,NC,Davidson,27295,35.78,-80.31
-80.25964332,35.84549561,23877,2908,Lexington Fire Department,3,70 Biesecker Road,Lexington,NC,Davidson,27292,35.85,-80.26
-79.5805,35.85159998,23878,7609,Liberty Fire Department,1,515 W. Swannanoa Ave.,Liberty,NC,Randolph,27298,35.85,-79.58
-79.98650536,34.96818792,23879,404,Lilesville Fire Department,1,202 W Wall St,Lilesville,NC,Anson,28091,34.97,-79.99
-78.81619615,35.39767641,23880,4311,Lillington Fire Department,1,823 South Main,Lillington,NC,Harnett,27546,35.40,-78.82
-78.79992146,35.35766625,23881,4311,Lillington Fire Department,2,3130 US 401 South,Lillington,NC,Harnett,27546,35.36,-78.80
-81.258155,35.471984,23882,5506,Lincolnton Fire Department,1,116 W. Scyamore St.,Lincolnton,NC,Lincoln,28092,35.47,-81.26
-81.20157662,35.48756403,23883,5506,Lincolnton Fire Department,2,410 McAlister Rd.,Lincolnton,NC,Lincoln,28092,35.49,-81.20
-81.86999656,36.07960565,23884,606,"Linville Volunteer Fire Department, Inc.",1,590 NC 105 Highway,Linville,NC,Avery,28646,36.08,-81.87
-81.8452,36.1245,23885,606,"Linville Volunteer Fire Department, Inc.",2,100 Firehouse Lane,Linville,NC,Avery,28646,36.12,-81.85
-80.3130498,35.76069022,23886,2909,"Linwood Rural Fire Department, Inc.",1,4297 Old Linwood Road,Lexington,NC,Davidson,27292,35.76,-80.31
-81.0285,36.1253,23887,9722,"Little Brushy Mountain Volunteer Fire Department, Inc.",1,2770 Mount Sinai Rd.,Wilkesboro,NC,Wilkes,28697,36.13,-81.03
-82.6349,35.2572,23888,8811,"Little River Fire Department of Transylvania County, Inc.",1,1240 Crab Creek Road,Penrose,NC,Transylvania,28766,35.26,-82.63
-82.66954752,35.27178482,23889,8811,"Little River Fire Department of Transylvania County, Inc.",2,32 Acorn Ridge,Penrose,NC,Transylvania,28766,35.27,-82.67
-81.403,35.907,23890,1408,"Little River Fire Department, Inc.",1,4800 Oak Hill School Road,Lenoir,NC,Caldwell,28645,35.91,-81.40
-78.0709,35.4689,23891,9615,"Little River Volunteer Fire Department, Inc.",1,622 Gurley Dairy Rd,Pikeville,NC,Wayne,27863,35.47,-78.07
-77.07002105,35.22769483,23892,2511,Little Swift Creek Volunteer Fire Department,1,4580 US Hwy 17 North,Ernul,NC,Craven,28527,35.23,-77.07
-77.05002105,35.16784471,23893,2511,Little Swift Creek Volunteer Fire Department,2,761 Antioch Rd,New Bern,NC,Craven,28560,35.17,-77.05
-76.99477318,35.25599049,23894,2511,Little Swift Creek Volunteer Fire Department,3,2580 Aurora Rd,Ernul,NC,Craven,28527,35.26,-76.99
-77.08459431,35.25336962,23895,2511,Little Swift Creek Volunteer Fire Department,4,320 Macedonia Church Rd.,Ernul,NC,Craven,28527,35.25,-77.08
-77.9071,36.4366,23896,4206,"Littleton Volunteer Fire Department, Inc.",1,226 Hwy 158 E ,Littleton,NC,Halifax,27850,36.44,-77.91
-77.85403884,36.47587254,23897,4206,"Littleton Volunteer Fire Department, Inc.",2,676 Oak Grove Church Rd,Littleton,NC,Halifax,27850,36.48,-77.85
-80.58719959,35.6534041,23898,8061,"Locke Township Fire Department, Incorporated",1,5405 Mooresville Rd,Salisbury,NC,Rowan,28147,35.65,-80.59
-80.51471376,35.66423947,23899,8061,"Locke Township Fire Department, Incorporated",2,1819 Moorseville Road,Salisbury,NC,Rowan,28147,35.66,-80.51
-80.56955364,35.61823519,23900,8061,"Locke Township Fire Department, Incorporated",3,2220 Grace Church Road,Salisbury,NC,Rowan,28147,35.62,-80.57
-77.3331249,34.92573403,23901,6723,"Loco Volunteer Fire Department, Inc.",1,2603 White Oak River Rd,Maysville,NC,Jones,28555,34.93,-77.33
-80.72142621,36.06077451,23902,9924,"Lone Hickory Volunteer Fire Department, Inc.",1,3200 Lone Hickory Road,Yadkinville,NC,Yadkin,27055,36.06,-80.72
-76.7839,35.678,23903,710,"Long Acre Volunteer Fire Department,Inc.",1,23177 NC Hwy 32 ,Plymouth,NC,Beaufort,27962,35.68,-76.78
-77.96508694,36.4984,23904,9313,"Long Bridge Volunteer Fire Department, Incorporated",1,1678 Eaton Ferry Road,Littleton,NC,Warren,27850,36.50,-77.97
-80.8671,35.3255,23905,6012,"Long Creek Volunteer Fire Department, Inc.",1,6809 Beatties Ford Rd.,Charlotte,NC,Mecklenburg,28216,35.33,-80.87
-81.3790923,35.72932645,23906,1808,Long View Fire Department,1,2404 1ST AVE SW,Hickory,NC,Catawba,28602,35.73,-81.38
-81.9193,35.7718,23907,1255,"Longtown Volunteer Fire Department, Inc.",1,7765 South Mountain Institute Rd.,Nebo,NC,Burke,28761,35.77,-81.92
-78.29895055,36.09716316,23908,3507,Louisburg Fire Department,1,102 Wade Ave,Louisburg,NC,Franklin,27549,36.10,-78.30
-81.5245249,35.74960844,23909,1263,"Lovelady Volunteer Fire & Rescue Department, Incorporated",1,748 Malcolm Blvd.,Rutherford College,NC,Burke,28671,35.75,-81.52
-81.5034,35.7403,23910,1263,"Lovelady Volunteer Fire & Rescue Department, Incorporated",2,1008 US 70 Hwy ,Connelly Springs,NC,Burke,28612,35.74,-81.50
-81.10041953,35.26537219,23911,3615,"Lowell Volunteer Fire Department, Inc.",1,202 Groves Street,Lowell,NC,Gaston,28098,35.27,-81.10
-75.88683067,36.24813794,23912,2703,Lower Currituck V. F. D. Inc.,1,6323 Caratoke Hwy,Grandy,NC,Currituck,27939,36.25,-75.89
-75.83446805,36.12230219,23913,2703,Lower Currituck V. F. D. Inc.,2,8336 Caratoke Hwy,Powells Point,NC,Currituck,27966,36.12,-75.83
-75.94455131,36.35382034,23914,2703,Lower Currituck V. F. D. Inc.,3,424 Waterlily Rd,Coinjock,NC,Currituck,27923,36.35,-75.94
-81.00089959,35.37314253,23915,3616,"Lucia-Riverbend Volunteer Fire Department, Inc.",1,14124 Lucia-Riverbend,Mount Holly,NC,Gaston,28120,35.37,-81.00
-79.07688425,34.89150333,23916,7809,"Lumber Bridge Volunteer Fire Department, Inc.",1,303 W. Main St.,Lumber Bridge,NC,Robeson,28357,34.89,-79.08
-79.003234,34.621232,23917,7810,Lumberton Fire Department,1,600 North Cedar St,Lumberton,NC,Robeson,28358,34.62,-79.00
-78.9808,34.6055,23918,7810,Lumberton Fire Department,2,1000 South Roberts Ave,Lumberton,NC,Robeson,28358,34.61,-78.98
-79.038754,34.619185,23919,7810,Lumberton Fire Department,3,801 Dunn Rd,Lumberton,NC,Robeson,28358,34.62,-79.04
-77.74643755,34.85414842,23920,3118,"Lyman Volunteer Fire Department, Inc.",1,1528 Lyman Rd,Chinquapin,NC,Duplin,28521,34.85,-77.75
-77.66443,35.70086,23921,3303,Macclesfield Rural Volunteer Fire Department,1,410 E Green Street,Macclesfield,NC,Edgecombe,27852,35.70,-77.66
-78.08328315,36.43868342,23922,9307,"Macon Rural Fire Department, Inc.",1,1644 US Highway 158 Business East,Macon,NC,Warren,27551,36.44,-78.08
-79.97103947,36.38812092,23923,7903,Madison Fire Department,1,107 N. Wilson,Madison,NC,Rockingham,27025,36.39,-79.97
-83.07754099,35.51204105,23924,4408,"Maggie Valley Volunteer Fire Department, Inc.",1,2901 Soco Road ,Maggie Valley,NC,Haywood,28751,35.51,-83.08
-78.05510688,34.8959924,23925,3108,"Magnolia Volunteer Fire Department, Inc.",1,110 Taylor St.,Magnolia,NC,Duplin,28453,34.90,-78.06
-81.215,35.5766,23926,1809,Maiden Fire Department,1,110 W Main St,Maiden,NC,Catawba,28650,35.58,-81.22
-81.2567,35.5899,23927,1809,Maiden Fire Department,2,5911 Startown Rd.,Maiden,NC,Catawba,28650,35.59,-81.26
-80.7641,35.3429,23928,6013,"Mallard Creek Volunteer Fire & Rescue, Inc.",1,10702 Mallard Creek Road,Charlotte,NC,Mecklenburg,28262,35.34,-80.76
-75.7683,35.8926,23929,2811,"Manns Harbor Volunteer Fire Department, Inc.",1,6677 NC Hwy 64 East,Manns Harbor,NC,Dare,27953,35.89,-75.77
-78.04740041,35.33598007,23930,9616,"Mar-Mac Volunteer Fire Department, Inc.",1,583 Old Grantham Rd,Goldsboro,NC,Wayne,27530,35.34,-78.05
-82.01013411,35.68400043,23931,5605,Marion Fire Department,1,60 West Court Street,Marion,NC,McDowell,28752,35.68,-82.01
-82.54826437,35.82778257,23932,5803,Mars Hill Volunteer Fire Department,1,56 North Main Street,Mars Hill,NC,Madison,28754,35.83,-82.55
-82.68499079,35.79736729,23933,5802,"Marshall Community Volunteer Fire Department, Incorporated",1,53 North Main,Marshall,NC,Madison,28753,35.80,-82.68
-76.5153,34.727,23934,1614,"Marshallberg Voluntary Fire Department, Inc.",1,109 Goose Pond Rd,Marshallberg,NC,Carteret,28553,34.73,-76.52
-76.54493219,34.72749138,23935,1614,"Marshallberg Voluntary Fire Department, Inc.",2,399 Piggott Rd.,Gloucester,NC,Carteret,28528,34.73,-76.54
-84.031,35.0278,23936,2002,"Martin's Creek Volunteer Fire Department, Inc.",1,4037 Hedden Raod,Murphy,NC,Cherokee,28906,35.03,-84.03
-80.72527658,35.11344845,23937,6014,Matthews Fire & EMS,1,236 S. Trade St.,Matthews,NC,Mecklenburg,28105,35.11,-80.73
-80.72081376,35.12524388,23938,6014,Matthews Fire & EMS,2,1201 Crews Rd.,Matthews,NC,Mecklenburg,28105,35.13,-80.72
-77.58157055,35.48126364,23939,4007,"Maury Volunteer Fire and Rescue Association, Inc.",1,3659 Hwy 903 N,Maury,NC,Greene,28554,35.48,-77.58
-77.613743,35.520574,23940,4007,"Maury Volunteer Fire and Rescue Association, Inc.",2,5846 Highway 258 North,Farmville,NC,Greene,28554,35.52,-77.61
-79.97746822,36.41477552,23941,7904,Mayodan Fire Department,1,100 N Ayersville Road,Mayodan,NC,Rockingham,27027,36.41,-79.98
-77.23170729,34.90597682,23942,5203,"Maysville Fire and EMS, INC.",1,404 Main Street,Maysville,NC,Jones,28555,34.91,-77.23
-77.234866,34.88706,23943,5203,"Maysville Fire and EMS, INC.",2,7561 New Bern Hwy,Maysville,NC,Jones,28555,34.89,-77.23
-77.3331,34.926,23944,5203,"Maysville Fire and EMS, INC.",3,2603 White Oak River Rd,Maysville,NC,Jones,28555,34.93,-77.33
-77.234866,34.887065,23945,5203,"Maysville Fire and EMS, INC.",4,7561 New Bern Hwy,Maysville,NC,Jones,28555,34.89,-77.23
-81.2239,36.326,23946,9707,"McGrady Volunteer Fire and Rescue, Inc.",1,11461 Sparta Rd.,Mc Grady,NC,Wilkes,28649,36.33,-81.22
-79.65926052,36.10643932,23947,4114,"McLeansville Fire Department, Inc.",1,5326 Frieden Church Rd,Mc Leansville,NC,Guilford,27301,36.11,-79.66
-79.61120729,36.1351,23948,4114,"McLeansville Fire Department, Inc.",2,3719 HighRock Rd.,Gibsonville,NC,Guilford,27249,36.14,-79.61
-79.64048391,36.07563496,23949,4114,"McLeansville Fire Department, Inc.",3,625 Knox Rd,Gibsonville,NC,Guilford,27249,36.08,-79.64
-78.45477469,35.32047003,23950,5115,"Meadow Volunteer Fire Department, Inc.",1,7409 NC Highway 50 South,Benson,NC,Johnston,27504,35.32,-78.45
-81.65098075,36.27284135,23951,9507,"Meat Camp Volunteer Fire Department, Inc.",1,4797 NC Hwy 194 North,Boone,NC,Watauga,28607,36.27,-81.65
